"","ny_grk","gammel_grk","fra_aar","til_aar"
"13884","38190100","38190106","2020-01-01","2024-01-01"
"13885","38190100","38190107","2020-01-01","2024-01-01"
"13886","38190100","38190108","2020-01-01","2024-01-01"
"13887","38190100","38190109","2020-01-01","2024-01-01"
"13888",NA,"38199900","2020-01-01","2024-01-01"
"13889","38199900","38199999","2020-01-01","2024-01-01"
"13890",NA,"38200100","2020-01-01","2024-01-01"
"13891","38200100","38200101","2020-01-01","2024-01-01"
"13892","38200100","38200102","2020-01-01","2024-01-01"
"13893","38200100","38200103","2020-01-01","2024-01-01"
"13894","38200100","38200104","2020-01-01","2024-01-01"
"13895","38200100","38200105","2020-01-01","2024-01-01"
"13896","38200100","38200106","2020-01-01","2024-01-01"
"13897","38200100","38200107","2020-01-01","2024-01-01"
"13898","38200100","38200108","2020-01-01","2024-01-01"
"13899",NA,"38200200","2020-01-01","2024-01-01"
"13900","38200200","38200201","2020-01-01","2024-01-01"
"13901","38200200","38200202","2020-01-01","2024-01-01"
"13902","38200200","38200203","2020-01-01","2024-01-01"
"13903",NA,"38200300","2020-01-01","2024-01-01"
"13904","38200300","38200301","2020-01-01","2024-01-01"
"13905","38200300","38200302","2020-01-01","2024-01-01"
"13906","38200300","38200303","2020-01-01","2024-01-01"
"13907","38200300","38200304","2020-01-01","2024-01-01"
"13908",NA,"38209900","2020-01-01","2024-01-01"
"13909","38209900","38209999","2020-01-01","2024-01-01"
"13910",NA,"38210100","2020-01-01","2024-01-01"
"13911","38210100","38210101","2020-01-01","2024-01-01"
"13912","38210100","38210102","2020-01-01","2024-01-01"
"13913","38210100","38210103","2020-01-01","2024-01-01"
"13914","38210100","38210104","2020-01-01","2024-01-01"
"13915","38210100","38210105","2020-01-01","2024-01-01"
"13916","38210100","38210106","2020-01-01","2024-01-01"
"13917","38210100","38210107","2020-01-01","2024-01-01"
"13918","38210100","38210108","2020-01-01","2024-01-01"
"13919","38210100","38210109","2020-01-01","2024-01-01"
"13920","38210100","38210110","2020-01-01","2024-01-01"
"13921","38210100","38210111","2020-01-01","2024-01-01"
"13922","38210100","38210112","2020-01-01","2024-01-01"
"13923","38210100","38210113","2020-01-01","2024-01-01"
"13924","38210100","38210114","2020-01-01","2024-01-01"
"13925","38210100","38210115","2020-01-01","2024-01-01"
"13926","38210100","38210116","2020-01-01","2024-01-01"
"13927","38210100","38210117","2020-01-01","2024-01-01"
"13928",NA,"38219900","2020-01-01","2024-01-01"
"13929","38219900","38219999","2020-01-01","2024-01-01"
"13930",NA,"38220100","2020-01-01","2024-01-01"
"13931","38220100","38220101","2020-01-01","2024-01-01"
"13932","38220100","38220102","2020-01-01","2024-01-01"
"13933","38220100","38220103","2020-01-01","2024-01-01"
"13934","38220100","38220104","2020-01-01","2024-01-01"
"13935","38220100","38220105","2020-01-01","2024-01-01"
"13936","38220100","38220106","2020-01-01","2024-01-01"
"13937","38220100","38220107","2020-01-01","2024-01-01"
"13938","38220100","38220108","2020-01-01","2024-01-01"
"13939",NA,"38229900","2020-01-01","2024-01-01"
"13940","38229900","38229999","2020-01-01","2024-01-01"
"13941",NA,"38230100","2020-01-01","2024-01-01"
"13942","38230100","38230101","2020-01-01","2024-01-01"
"13943","38230100","38230102","2020-01-01","2024-01-01"
"13944","38230100","38230103","2020-01-01","2024-01-01"
"13945","38230100","38230104","2020-01-01","2024-01-01"
"13946","38230100","38230105","2020-01-01","2024-01-01"
"13947","38230100","38230106","2020-01-01","2024-01-01"
"13948","38230100","38230107","2020-01-01","2024-01-01"
"13949","38230100","38230108","2020-01-01","2024-01-01"
"13950","38230100","38230109","2020-01-01","2024-01-01"
"13951","38230100","38230110","2020-01-01","2024-01-01"
"13952",NA,"38239900","2020-01-01","2024-01-01"
"13953","38239900","38239999","2020-01-01","2024-01-01"
"13954",NA,"38240100","2020-01-01","2024-01-01"
"13955","38240100","38240101","2020-01-01","2024-01-01"
"13956","38240100","38240102","2020-01-01","2024-01-01"
"13957","38240100","38240103","2020-01-01","2024-01-01"
"13958","38240100","38240104","2020-01-01","2024-01-01"
"13959","38240100","38240105","2020-01-01","2024-01-01"
"13960","38240100","38240106","2020-01-01","2024-01-01"
"13961","38240100","38240107","2020-01-01","2024-01-01"
"13962","38240100","38240108","2020-01-01","2024-01-01"
"13963","38240100","38240109","2020-01-01","2024-01-01"
"13964","38240100","38240110","2020-01-01","2024-01-01"
"13965","38240100","38240111","2020-01-01","2024-01-01"
"13966","38240100","38240112","2020-01-01","2024-01-01"
"13967","38240100","38240113","2020-01-01","2024-01-01"
"13968","38240100","38240114","2020-01-01","2024-01-01"
"13969","38240100","38240115","2020-01-01","2024-01-01"
"13970","38240100","38240116","2020-01-01","2024-01-01"
"13971","38240100","38240117","2020-01-01","2024-01-01"
"13972",NA,"38249900","2020-01-01","2024-01-01"
"13973","38249900","38249999","2020-01-01","2024-01-01"
"13974",NA,"38250100","2020-01-01","2024-01-01"
"13975","38250100","38250101","2020-01-01","2024-01-01"
"13976","38250100","38250102","2020-01-01","2024-01-01"
"13977","38250100","38250103","2020-01-01","2024-01-01"
"13978","38250100","38250104","2020-01-01","2024-01-01"
"13979","38250100","38250105","2020-01-01","2024-01-01"
"13980","38250100","38250106","2020-01-01","2024-01-01"
"13981","38250100","38250107","2020-01-01","2024-01-01"
"13982","38250100","38250108","2020-01-01","2024-01-01"
"13983","38250100","38250109","2020-01-01","2024-01-01"
"13984","38250100","38250110","2020-01-01","2024-01-01"
"13985","38250100","38250111","2020-01-01","2024-01-01"
"13986","38250100","38250112","2020-01-01","2024-01-01"
"13987","38250100","38250113","2020-01-01","2024-01-01"
"13988",NA,"38250200","2020-01-01","2024-01-01"
"13989","38250200","38250201","2020-01-01","2024-01-01"
"13990","38250200","38250202","2020-01-01","2024-01-01"
"13991","38250200","38250203","2020-01-01","2024-01-01"
"13992","38250200","38250204","2020-01-01","2024-01-01"
"13993","38250200","38250205","2020-01-01","2024-01-01"
"13994","38250200","38250206","2020-01-01","2024-01-01"
"13995","38250200","38250207","2020-01-01","2024-01-01"
"13996","38250200","38250208","2020-01-01","2024-01-01"
"13997","38250200","38250209","2020-01-01","2024-01-01"
"13998","38250200","38250210","2020-01-01","2024-01-01"
"13999","38250200","38250211","2020-01-01","2024-01-01"
"14000",NA,"38259900","2020-01-01","2024-01-01"
"14001","38259900","38259999","2020-01-01","2024-01-01"
"14002",NA,"39010100","2024-01-01","2025-01-01"
"14003","39010100","39010101","2024-01-01","2025-01-01"
"14004","39010100","39010102","2024-01-01","2025-01-01"
"14005","39010100","39010103","2024-01-01","2025-01-01"
"14006","39010100","39010104","2024-01-01","2025-01-01"
"14007","39010100","39010105","2024-01-01","2025-01-01"
"14008",NA,"39010200","2024-01-01","2025-01-01"
"14009","39010200","39010201","2024-01-01","2025-01-01"
"14010","39010200","39010202","2024-01-01","2025-01-01"
"14011","39010200","39010203","2024-01-01","2025-01-01"
"14012","39010200","39010204","2024-01-01","2025-01-01"
"14013","39010200","39010205","2024-01-01","2025-01-01"
"14014","39010200","39010206","2024-01-01","2025-01-01"
"14015","39010200","39010207","2024-01-01","2025-01-01"
"14016",NA,"39010300","2024-01-01","2025-01-01"
"14017","39010300","39010301","2024-01-01","2025-01-01"
"14018","39010300","39010302","2024-01-01","2025-01-01"
"14019","39010300","39010303","2024-01-01","2025-01-01"
"14020","39010300","39010304","2024-01-01","2025-01-01"
"14021","39010300","39010305","2024-01-01","2025-01-01"
"14022","39010300","39010306","2024-01-01","2025-01-01"
"14023","39010300","39010307","2024-01-01","2025-01-01"
"14024",NA,"39010400","2024-01-01","2025-01-01"
"14025","39010400","39010401","2024-01-01","2025-01-01"
"14026","39010400","39010402","2024-01-01","2025-01-01"
"14027","39010400","39010403","2024-01-01","2025-01-01"
"14028","39010400","39010404","2024-01-01","2025-01-01"
"14029","39010400","39010405","2024-01-01","2025-01-01"
"14030",NA,"39010500","2024-01-01","2025-01-01"
"14031","39010500","39010501","2024-01-01","2025-01-01"
"14032","39010500","39010502","2024-01-01","2025-01-01"
"14033","39010500","39010503","2024-01-01","2025-01-01"
"14034","39010500","39010504","2024-01-01","2025-01-01"
"14035",NA,"39010600","2024-01-01","2025-01-01"
"14036","39010600","39010601","2024-01-01","2025-01-01"
"14037","39010600","39010602","2024-01-01","2025-01-01"
"14038","39010600","39010603","2024-01-01","2025-01-01"
"14039","39010600","39010604","2024-01-01","2025-01-01"
"14040","39010600","39010605","2024-01-01","2025-01-01"
"14041","39010600","39010606","2024-01-01","2025-01-01"
"14042",NA,"39010700","2024-01-01","2025-01-01"
"14043","39010700","39010701","2024-01-01","2025-01-01"
"14044","39010700","39010702","2024-01-01","2025-01-01"
"14045","39010700","39010703","2024-01-01","2025-01-01"
"14046","39010700","39010704","2024-01-01","2025-01-01"
"14047","39010700","39010705","2024-01-01","2025-01-01"
"14048","39010700","39010706","2024-01-01","2025-01-01"
"14049","39010700","39010707","2024-01-01","2025-01-01"
"14050",NA,"39010800","2024-01-01","2025-01-01"
"14051","39010800","39010801","2024-01-01","2025-01-01"
"14052","39010800","39010802","2024-01-01","2025-01-01"
"14053","39010800","39010803","2024-01-01","2025-01-01"
"14054","39010800","39010804","2024-01-01","2025-01-01"
"14055","39010800","39010805","2024-01-01","2025-01-01"
"14056",NA,"39019900","2024-01-01","2025-01-01"
"14057","39019900","39019999","2024-01-01","2025-01-01"
"14058",NA,"39030100","2024-01-01","2025-01-01"
"14059","39030100","39030101","2024-01-01","2025-01-01"
"14060","39030100","39030102","2024-01-01","2025-01-01"
"14061","39030100","39030103","2024-01-01","2025-01-01"
"14062","39030100","39030104","2024-01-01","2025-01-01"
"14063","39030100","39030105","2024-01-01","2025-01-01"
"14064","39030100","39030106","2024-01-01","2025-01-01"
"14065","39030100","39030107","2024-01-01","2025-01-01"
"14066","39030100","39030108","2024-01-01","2025-01-01"
"14067",NA,"39030200","2024-01-01","2025-01-01"
"14068","39030200","39030201","2024-01-01","2025-01-01"
"14069","39030200","39030202","2024-01-01","2025-01-01"
"14070","39030200","39030203","2024-01-01","2025-01-01"
"14071","39030200","39030204","2024-01-01","2025-01-01"
"14072","39030200","39030205","2024-01-01","2025-01-01"
"14073","39030200","39030206","2024-01-01","2025-01-01"
"14074","39030200","39030207","2024-01-01","2025-01-01"
"14075","39030200","39030208","2024-01-01","2025-01-01"
"14076","39030200","39030209","2024-01-01","2025-01-01"
"14077","39030200","39030210","2024-01-01","2025-01-01"
"14078","39030200","39030211","2024-01-01","2025-01-01"
"14079","39030200","39030212","2024-01-01","2025-01-01"
"14080","39030200","39030213","2024-01-01","2025-01-01"
"14081","39030200","39030214","2024-01-01","2025-01-01"
"14082","39030200","39030215","2024-01-01","2025-01-01"
"14083","39030200","39030216","2024-01-01","2025-01-01"
"14084",NA,"39030300","2024-01-01","2025-01-01"
"14085","39030300","39030301","2024-01-01","2025-01-01"
"14086","39030300","39030302","2024-01-01","2025-01-01"
"14087","39030300","39030303","2024-01-01","2025-01-01"
"14088","39030300","39030304","2024-01-01","2025-01-01"
"14089","39030300","39030305","2024-01-01","2025-01-01"
"14090","39030300","39030306","2024-01-01","2025-01-01"
"14091","39030300","39030307","2024-01-01","2025-01-01"
"14092","39030300","39030308","2024-01-01","2025-01-01"
"14093","39030300","39030309","2024-01-01","2025-01-01"
"14094","39030300","39030310","2024-01-01","2025-01-01"
"14095","39030300","39030311","2024-01-01","2025-01-01"
"14096",NA,"39030400","2024-01-01","2025-01-01"
"14097","39030400","39030401","2024-01-01","2025-01-01"
"14098","39030400","39030402","2024-01-01","2025-01-01"
"14099","39030400","39030403","2024-01-01","2025-01-01"
"14100","39030400","39030404","2024-01-01","2025-01-01"
"14101","39030400","39030405","2024-01-01","2025-01-01"
"14102","39030400","39030406","2024-01-01","2025-01-01"
"14103",NA,"39030500","2024-01-01","2025-01-01"
"14104","39030500","39030501","2024-01-01","2025-01-01"
"14105","39030500","39030502","2024-01-01","2025-01-01"
"14106","39030500","39030503","2024-01-01","2025-01-01"
"14107","39030500","39030504","2024-01-01","2025-01-01"
"14108",NA,"39030600","2024-01-01","2025-01-01"
"14109","39030600","39030601","2024-01-01","2025-01-01"
"14110","39030600","39030602","2024-01-01","2025-01-01"
"14111","39030600","39030603","2024-01-01","2025-01-01"
"14112","39030600","39030604","2024-01-01","2025-01-01"
"14113",NA,"39030700","2024-01-01","2025-01-01"
"14114","39030700","39030701","2024-01-01","2025-01-01"
"14115","39030700","39030702","2024-01-01","2025-01-01"
"14116","39030700","39030703","2024-01-01","2025-01-01"
"14117","39030700","39030704","2024-01-01","2025-01-01"
"14118","39030700","39030705","2024-01-01","2025-01-01"
"14119","39030700","39030706","2024-01-01","2025-01-01"
"14120","39030700","39030707","2024-01-01","2025-01-01"
"14121","39030700","39030708","2024-01-01","2025-01-01"
"14122",NA,"39030800","2024-01-01","2025-01-01"
"14123","39030800","39030801","2024-01-01","2025-01-01"
"14124","39030800","39030802","2024-01-01","2025-01-01"
"14125","39030800","39030803","2024-01-01","2025-01-01"
"14126","39030800","39030804","2024-01-01","2025-01-01"
"14127","39030800","39030805","2024-01-01","2025-01-01"
"14128","39030800","39030806","2024-01-01","2025-01-01"
"14129","39030800","39030807","2024-01-01","2025-01-01"
"14130",NA,"39039900","2024-01-01","2025-01-01"
"14131","39039900","39039999","2024-01-01","2025-01-01"
"14132",NA,"39050100","2024-01-01","2025-01-01"
"14133","39050100","39050101","2024-01-01","2025-01-01"
"14134","39050100","39050102","2024-01-01","2025-01-01"
"14135","39050100","39050103","2024-01-01","2025-01-01"
"14136","39050100","39050104","2024-01-01","2025-01-01"
"14137","39050100","39050105","2024-01-01","2025-01-01"
"14138","39050100","39050106","2024-01-01","2025-01-01"
"14139","39050100","39050107","2024-01-01","2025-01-01"
"14140","39050100","39050108","2024-01-01","2025-01-01"
"14141","39050100","39050109","2024-01-01","2025-01-01"
"14142","39050100","39050110","2024-01-01","2025-01-01"
"14143","39050100","39050111","2024-01-01","2025-01-01"
"14144","39050100","39050112","2024-01-01","2025-01-01"
"14145","39050100","39050113","2024-01-01","2025-01-01"
"14146","39050100","39050114","2024-01-01","2025-01-01"
"14147","39050100","39050115","2024-01-01","2025-01-01"
"14148","39050100","39050116","2024-01-01","2025-01-01"
"14149","39050100","39050117","2024-01-01","2025-01-01"
"14150","39050100","39050118","2024-01-01","2025-01-01"
"14151",NA,"39050200","2024-01-01","2025-01-01"
"14152","39050200","39050201","2024-01-01","2025-01-01"
"14153","39050200","39050202","2024-01-01","2025-01-01"
"14154","39050200","39050203","2024-01-01","2025-01-01"
"14155","39050200","39050204","2024-01-01","2025-01-01"
"14156","39050200","39050205","2024-01-01","2025-01-01"
"14157","39050200","39050206","2024-01-01","2025-01-01"
"14158","39050200","39050207","2024-01-01","2025-01-01"
"14159",NA,"39050300","2024-01-01","2025-01-01"
"14160","39050300","39050301","2024-01-01","2025-01-01"
"14161","39050300","39050302","2024-01-01","2025-01-01"
"14162","39050300","39050303","2024-01-01","2025-01-01"
"14163","39050300","39050304","2024-01-01","2025-01-01"
"14164","39050300","39050305","2024-01-01","2025-01-01"
"14165","39050300","39050306","2024-01-01","2025-01-01"
"14166","39050300","39050307","2024-01-01","2025-01-01"
"14167","39050300","39050308","2024-01-01","2025-01-01"
"14168",NA,"39050400","2024-01-01","2025-01-01"
"14169","39050400","39050401","2024-01-01","2025-01-01"
"14170","39050400","39050402","2024-01-01","2025-01-01"
"14171","39050400","39050403","2024-01-01","2025-01-01"
"14172","39050400","39050404","2024-01-01","2025-01-01"
"14173","39050400","39050405","2024-01-01","2025-01-01"
"14174","39050400","39050406","2024-01-01","2025-01-01"
"14175","39050400","39050407","2024-01-01","2025-01-01"
"14176","39050400","39050408","2024-01-01","2025-01-01"
"14177","39050400","39050409","2024-01-01","2025-01-01"
"14178","39050400","39050410","2024-01-01","2025-01-01"
"14179",NA,"39050500","2024-01-01","2025-01-01"
"14180","39050500","39050501","2024-01-01","2025-01-01"
"14181","39050500","39050502","2024-01-01","2025-01-01"
"14182","39050500","39050503","2024-01-01","2025-01-01"
"14183","39050500","39050504","2024-01-01","2025-01-01"
"14184","39050500","39050505","2024-01-01","2025-01-01"
"14185","39050500","39050506","2024-01-01","2025-01-01"
"14186","39050500","39050507","2024-01-01","2025-01-01"
"14187","39050500","39050508","2024-01-01","2025-01-01"
"14188","39050500","39050509","2024-01-01","2025-01-01"
"14189",NA,"39050600","2024-01-01","2025-01-01"
"14190","39050600","39050601","2024-01-01","2025-01-01"
"14191","39050600","39050602","2024-01-01","2025-01-01"
"14192","39050600","39050603","2024-01-01","2025-01-01"
"14193","39050600","39050604","2024-01-01","2025-01-01"
"14194","39050600","39050605","2024-01-01","2025-01-01"
"14195","39050600","39050606","2024-01-01","2025-01-01"
"14196",NA,"39050700","2024-01-01","2025-01-01"
"14197","39050700","39050701","2024-01-01","2025-01-01"
"14198","39050700","39050702","2024-01-01","2025-01-01"
"14199","39050700","39050703","2024-01-01","2025-01-01"
"14200","39050700","39050704","2024-01-01","2025-01-01"
"14201","39050700","39050705","2024-01-01","2025-01-01"
"14202",NA,"39050800","2024-01-01","2025-01-01"
"14203","39050800","39050801","2024-01-01","2025-01-01"
"14204",NA,"39050900","2024-01-01","2025-01-01"
"14205","39050900","39050901","2024-01-01","2025-01-01"
"14206","39050900","39050902","2024-01-01","2025-01-01"
"14207","39050900","39050903","2024-01-01","2025-01-01"
"14208","39050900","39050904","2024-01-01","2025-01-01"
"14209","39050900","39050905","2024-01-01","2025-01-01"
"14210","39050900","39050906","2024-01-01","2025-01-01"
"14211","39050900","39050907","2024-01-01","2025-01-01"
"14212","39050900","39050908","2024-01-01","2025-01-01"
"14213",NA,"39051000","2024-01-01","2025-01-01"
"14214","39051000","39051001","2024-01-01","2025-01-01"
"14215","39051000","39051002","2024-01-01","2025-01-01"
"14216","39051000","39051003","2024-01-01","2025-01-01"
"14217","39051000","39051004","2024-01-01","2025-01-01"
"14218",NA,"39051100","2024-01-01","2025-01-01"
"14219","39051100","39051101","2024-01-01","2025-01-01"
"14220","39051100","39051102","2024-01-01","2025-01-01"
"14221","39051100","39051103","2024-01-01","2025-01-01"
"14222","39051100","39051104","2024-01-01","2025-01-01"
"14223","39051100","39051105","2024-01-01","2025-01-01"
"14224","39051100","39051106","2024-01-01","2025-01-01"
"14225","39051100","39051107","2024-01-01","2025-01-01"
"14226",NA,"39051200","2024-01-01","2025-01-01"
"14227","39051200","39051201","2024-01-01","2025-01-01"
"14228","39051200","39051202","2024-01-01","2025-01-01"
"14229","39051200","39051203","2024-01-01","2025-01-01"
"14230","39051200","39051204","2024-01-01","2025-01-01"
"14231",NA,"39051300","2024-01-01","2025-01-01"
"14232","39051300","39051301","2024-01-01","2025-01-01"
"14233","39051300","39051302","2024-01-01","2025-01-01"
"14234","39051300","39051303","2024-01-01","2025-01-01"
"14235","39051300","39051304","2024-01-01","2025-01-01"
"14236","39051300","39051305","2024-01-01","2025-01-01"
"14237","39051300","39051306","2024-01-01","2025-01-01"
"14238","39051300","39051307","2024-01-01","2025-01-01"
"14239","39051300","39051308","2024-01-01","2025-01-01"
"14240","39051300","39051309","2024-01-01","2025-01-01"
"14241","39051300","39051310","2024-01-01","2025-01-01"
"14242",NA,"39051400","2024-01-01","2025-01-01"
"14243","39051400","39051402","2024-01-01","2025-01-01"
"14244","39051400","39051403","2024-01-01","2025-01-01"
"14245","39051400","39051404","2024-01-01","2025-01-01"
"14246","39051400","39051405","2024-01-01","2025-01-01"
"14247","39051400","39051406","2024-01-01","2025-01-01"
"14248","39051400","39051407","2024-01-01","2025-01-01"
"14249","39051400","39051408","2024-01-01","2025-01-01"
"14250","39051400","39051409","2024-01-01","2025-01-01"
"14251",NA,"39051500","2024-01-01","2025-01-01"
"14252","39051500","39051501","2024-01-01","2025-01-01"
"14253","39051500","39051502","2024-01-01","2025-01-01"
"14254","39051500","39051503","2024-01-01","2025-01-01"
"14255","39051500","39051504","2024-01-01","2025-01-01"
"14256",NA,"39051600","2024-01-01","2025-01-01"
"14257","39051600","39051601","2024-01-01","2025-01-01"
"14258","39051600","39051602","2024-01-01","2025-01-01"
"14259","39051600","39051603","2024-01-01","2025-01-01"
"14260","39051600","39051604","2024-01-01","2025-01-01"
"14261","39051600","39051605","2024-01-01","2025-01-01"
"14262","39051600","39051606","2024-01-01","2025-01-01"
"14263","39051600","39051607","2024-01-01","2025-01-01"
"14264","39051600","39051608","2024-01-01","2025-01-01"
"14265","39051600","39051609","2024-01-01","2025-01-01"
"14266",NA,"39051700","2024-01-01","2025-01-01"
"14267","39051700","39051701","2024-01-01","2025-01-01"
"14268","39051700","39051702","2024-01-01","2025-01-01"
"14269","39051700","39051703","2024-01-01","2025-01-01"
"14270","39051700","39051704","2024-01-01","2025-01-01"
"14271","39051700","39051705","2024-01-01","2025-01-01"
"14272","39051700","39051706","2024-01-01","2025-01-01"
"14273",NA,"39059900","2024-01-01","2025-01-01"
"14274","39059900","39059999","2024-01-01","2025-01-01"
"14275",NA,"39070100","2024-01-01","2025-01-01"
"14276","39070100","39070101","2024-01-01","2025-01-01"
"14277","39070100","39070102","2024-01-01","2025-01-01"
"14278","39070100","39070103","2024-01-01","2025-01-01"
"14279","39070100","39070104","2024-01-01","2025-01-01"
"14280","39070100","39070105","2024-01-01","2025-01-01"
"14281","39070100","39070106","2024-01-01","2025-01-01"
"14282","39070100","39070107","2024-01-01","2025-01-01"
"14283","39070100","39070108","2024-01-01","2025-01-01"
"14284","39070100","39070109","2024-01-01","2025-01-01"
"14285","39070100","39070110","2024-01-01","2025-01-01"
"14286","39070100","39070111","2024-01-01","2025-01-01"
"14287","39070100","39070112","2024-01-01","2025-01-01"
"14288","39070100","39070113","2024-01-01","2025-01-01"
"14289",NA,"39070200","2024-01-01","2025-01-01"
"14290","39070200","39070201","2024-01-01","2025-01-01"
"14291","39070200","39070202","2024-01-01","2025-01-01"
"14292","39070200","39070203","2024-01-01","2025-01-01"
"14293","39070200","39070204","2024-01-01","2025-01-01"
"14294","39070200","39070205","2024-01-01","2025-01-01"
"14295","39070200","39070206","2024-01-01","2025-01-01"
"14296","39070200","39070207","2024-01-01","2025-01-01"
"14297","39070200","39070208","2024-01-01","2025-01-01"
"14298","39070200","39070209","2024-01-01","2025-01-01"
"14299","39070200","39070210","2024-01-01","2025-01-01"
"14300","39070200","39070211","2024-01-01","2025-01-01"
"14301","39070200","39070212","2024-01-01","2025-01-01"
"14302","39070200","39070213","2024-01-01","2025-01-01"
"14303","39070200","39070214","2024-01-01","2025-01-01"
"14304",NA,"39070300","2024-01-01","2025-01-01"
"14305","39070300","39070301","2024-01-01","2025-01-01"
"14306","39070300","39070302","2024-01-01","2025-01-01"
"14307","39070300","39070303","2024-01-01","2025-01-01"
"14308","39070300","39070304","2024-01-01","2025-01-01"
"14309","39070300","39070305","2024-01-01","2025-01-01"
"14310","39070300","39070306","2024-01-01","2025-01-01"
"14311",NA,"39070400","2024-01-01","2025-01-01"
"14312","39070400","39070401","2024-01-01","2025-01-01"
"14313","39070400","39070402","2024-01-01","2025-01-01"
"14314","39070400","39070403","2024-01-01","2025-01-01"
"14315","39070400","39070404","2024-01-01","2025-01-01"
"14316","39070400","39070405","2024-01-01","2025-01-01"
"14317","39070400","39070406","2024-01-01","2025-01-01"
"14318","39070400","39070407","2024-01-01","2025-01-01"
"14319","39070400","39070408","2024-01-01","2025-01-01"
"14320","39070400","39070409","2024-01-01","2025-01-01"
"14321","39070400","39070410","2024-01-01","2025-01-01"
"14322","39070400","39070411","2024-01-01","2025-01-01"
"14323","39070400","39070412","2024-01-01","2025-01-01"
"14324","39070400","39070413","2024-01-01","2025-01-01"
"14325","39070400","39070414","2024-01-01","2025-01-01"
"14326","39070400","39070415","2024-01-01","2025-01-01"
"14327","39070400","39070416","2024-01-01","2025-01-01"
"14328",NA,"39070500","2024-01-01","2025-01-01"
"14329","39070500","39070501","2024-01-01","2025-01-01"
"14330","39070500","39070502","2024-01-01","2025-01-01"
"14331","39070500","39070503","2024-01-01","2025-01-01"
"14332","39070500","39070504","2024-01-01","2025-01-01"
"14333","39070500","39070505","2024-01-01","2025-01-01"
"14334","39070500","39070506","2024-01-01","2025-01-01"
"14335","39070500","39070507","2024-01-01","2025-01-01"
"14336",NA,"39070600","2024-01-01","2025-01-01"
"14337","39070600","39070601","2024-01-01","2025-01-01"
"14338","39070600","39070602","2024-01-01","2025-01-01"
"14339","39070600","39070603","2024-01-01","2025-01-01"
"14340","39070600","39070604","2024-01-01","2025-01-01"
"14341","39070600","39070605","2024-01-01","2025-01-01"
"14342",NA,"39070700","2024-01-01","2025-01-01"
"14343","39070700","39070701","2024-01-01","2025-01-01"
"14344","39070700","39070702","2024-01-01","2025-01-01"
"14345","39070700","39070703","2024-01-01","2025-01-01"
"14346","39070700","39070704","2024-01-01","2025-01-01"
"14347","39070700","39070705","2024-01-01","2025-01-01"
"14348","39070700","39070706","2024-01-01","2025-01-01"
"14349","39070700","39070707","2024-01-01","2025-01-01"
"14350","39070700","39070708","2024-01-01","2025-01-01"
"14351","39070700","39070709","2024-01-01","2025-01-01"
"14352","39070700","39070710","2024-01-01","2025-01-01"
"14353","39070700","39070711","2024-01-01","2025-01-01"
"14354","39070700","39070712","2024-01-01","2025-01-01"
"14355","39070700","39070713","2024-01-01","2025-01-01"
"14356","39070700","39070714","2024-01-01","2025-01-01"
"14357","39070700","39070715","2024-01-01","2025-01-01"
"14358","39070700","39070716","2024-01-01","2025-01-01"
"14359","39070700","39070717","2024-01-01","2025-01-01"
"14360",NA,"39070800","2024-01-01","2025-01-01"
"14361","39070800","39070801","2024-01-01","2025-01-01"
"14362","39070800","39070802","2024-01-01","2025-01-01"
"14363","39070800","39070803","2024-01-01","2025-01-01"
"14364","39070800","39070804","2024-01-01","2025-01-01"
"14365",NA,"39070900","2024-01-01","2025-01-01"
"14366","39070900","39070901","2024-01-01","2025-01-01"
"14367","39070900","39070902","2024-01-01","2025-01-01"
"14368","39070900","39070903","2024-01-01","2025-01-01"
"14369","39070900","39070904","2024-01-01","2025-01-01"
"14370","39070900","39070905","2024-01-01","2025-01-01"
"14371","39070900","39070906","2024-01-01","2025-01-01"
"14372",NA,"39071000","2024-01-01","2025-01-01"
"14373","39071000","39071001","2024-01-01","2025-01-01"
"14374","39071000","39071002","2024-01-01","2025-01-01"
"14375","39071000","39071003","2024-01-01","2025-01-01"
"14376","39071000","39071004","2024-01-01","2025-01-01"
"14377","39071000","39071005","2024-01-01","2025-01-01"
"14378","39071000","39071006","2024-01-01","2025-01-01"
"14379","39071000","39071007","2024-01-01","2025-01-01"
"14380","39071000","39071008","2024-01-01","2025-01-01"
"14381","39071000","39071009","2024-01-01","2025-01-01"
"14382","39071000","39071010","2024-01-01","2025-01-01"
"14383","39071000","39071011","2024-01-01","2025-01-01"
"14384","39071000","39071012","2024-01-01","2025-01-01"
"14385","39071000","39071013","2024-01-01","2025-01-01"
"14386","39071000","39071014","2024-01-01","2025-01-01"
"14387",NA,"39071100","2024-01-01","2025-01-01"
"14388","39071100","39071101","2024-01-01","2025-01-01"
"14389","39071100","39071102","2024-01-01","2025-01-01"
"14390","39071100","39071103","2024-01-01","2025-01-01"
"14391","39071100","39071104","2024-01-01","2025-01-01"
"14392","39071100","39071105","2024-01-01","2025-01-01"
"14393","39071100","39071106","2024-01-01","2025-01-01"
"14394","39071100","39071107","2024-01-01","2025-01-01"
"14395","39071100","39071108","2024-01-01","2025-01-01"
"14396","39071100","39071109","2024-01-01","2025-01-01"
"14397","39071100","39071110","2024-01-01","2025-01-01"
"14398","39071100","39071111","2024-01-01","2025-01-01"
"14399","39071100","39071112","2024-01-01","2025-01-01"
"14400","39071100","39071113","2024-01-01","2025-01-01"
