gammel_grk;siste
34111221;34111200
34111222;34111200
34111223;34111200
34111224;34111200
34111301;34111300
34111302;34111300
34111303;34111300
34111304;34111300
34111305;34111300
34111321;34111300
34111322;34111300
34111323;34111300
34111401;34111400
34111402;34111400
34111403;34111400
34111404;34111400
34111421;34111400
34111422;34111400
34111423;34111400
34111424;34111400
34111501;34111500
34111502;34111500
34111503;34111500
34111504;34111500
34111505;34111500
34111506;34111500
34119999;34119900
34120101;34120100
34120102;34120100
34120103;34120100
34120104;34120100
34120105;34120100
34120106;34120100
34120107;34120100
34120108;34120100
34120109;34120100
34120110;34120100
34120201;34120200
34120202;34120200
34120203;34120200
34120204;34120200
34120205;34120200
34120206;34120200
34120207;34120200
34120208;34120200
34120209;34120200
34120210;34120200
34120211;34120200
34120301;34120300
34120302;34120300
34120303;34120300
34120304;34120300
34120305;34120300
34120306;34120300
34120307;34120300
34129999;34129900
34130101;34130100
34130102;34130100
34130103;34130100
34130104;34130100
34130105;34130100
34130106;34130100
34130107;34130100
34130108;34130100
34130109;34130100
34130110;34130100
34130201;34130200
34130202;34130200
34130204;34130200
34130205;34130200
34130206;34130200
34130207;34130200
34130208;34130200
34130209;34130200
34130210;34130200
34130211;34130200
34130212;34130200
34130219;34130200
34130301;34130300
34130302;34130300
34130303;34130300
34130304;34130300
34130305;34130300
34130306;34130300
34130307;34130300
34130308;34130300
34130309;34130300
34130310;34130300
34130311;34130300
34130312;34130300
34130313;34130300
34130314;34130300
34130315;34130300
34130316;34130300
34130317;34130300
34130318;34130300
34130401;34130400
34130402;34130400
34130403;34130400
34130404;34130400
34130405;34130400
34130406;34130400
34130407;34130400
34130408;34130400
34130409;34130400
34130410;34130400
34130411;34130400
34130412;34130400
34130413;34130400
34130414;34130400
34130415;34130400
34130416;34130400
34130417;34130400
34130501;34130500
34130502;34130500
34130503;34130500
34130504;34130500
34130505;34130500
34130506;34130500
34130507;34130500
34130508;34130500
34130509;34130500
34130510;34130500
34130511;34130500
34130512;34130500
34130513;34130500
34139999;34139900
34140101;34140100
34140102;34140100
34140103;34140100
34140104;34140100
34140105;34140100
34140106;34140100
34140107;34140100
34140108;34140100
34140109;34140100
34140110;34140100
34140201;34140200
34140202;34140200
34140203;34140200
34140204;34140200
34140205;34140200
34140206;34140200
34140207;34140200
34149999;34149900
34150101;34150100
34150102;34150100
34150103;34150100
34150104;34150100
34150105;34150100
34150106;34150100
34150107;34150100
34150201;34150200
34150202;34150200
34150203;34150200
34150204;34150200
34150301;34150300
34150302;34150300
34150303;34150300
34150304;34150300
34150305;34150300
34150401;34150400
34150402;34150400
34150403;34150400
34150404;34150400
34150501;34150500
34150502;34150500
34150503;34150500
34150504;34150500
34159999;34159900
34160101;34160100
34160102;34160100
34160103;34160100
34160104;34160100
34160105;34160100
34160106;34160100
34160201;34160200
34160202;34160200
34160203;34160200
34160204;34160200
34160301;34160300
34160302;34160300
34160303;34160300
34160304;34160300
34160305;34160300
34160306;34160300
34160307;34160300
34160308;34160300
34160401;34160400
34160402;34160400
34160403;34160400
34160404;34160400
34160405;34160400
34160406;34160400
34160407;34160400
34160408;34160400
34160409;34160400
34160501;34160500
34160502;34160500
34160503;34160500
34160504;34160500
34160505;34160500
34160506;34160500
34160507;34160500
34160508;34160500
34160509;34160500
34160510;34160500
34169999;34169900
34170101;34170100
34170102;34170100
34170103;34170100
34170104;34170100
34170105;34170100
34170106;34170100
34170201;34170200
34170202;34170200
34170203;34170200
34170204;34170200
34170301;34170300
34170302;34170300
34170303;34170300
34170304;34170300
34170305;34170300
34170306;34170300
34170307;34170300
34170308;34170300
34170401;34170400
34170402;34170400
34170403;34170400
34170404;34170400
34170405;34170400
34170406;34170400
34170501;34170500
34170502;34170500
34170503;34170500
34170504;34170500
34170505;34170500
34170506;34170500
34170507;34170500
34179999;34179900
34180101;34180100
34180102;34180100
34180103;34180100
34180104;34180100
34180105;34180100
34180201;34180200
34180202;34180200
34180203;34180200
34180204;34180200
34180205;34180200
34180206;34180200
34180207;34180200
34180301;34180300
34180302;34180300
34180303;34180300
34180304;34180300
34180305;34180300
34180401;34180400
34180402;34180400
34180403;34180400
34180404;34180400
34180405;34180400
34180406;34180400
34180501;34180500
34180502;34180500
34180503;34180500
34189999;34189900
34190101;34190100
34190102;34190100
34190103;34190100
34190104;34190100
34190201;34190200
34190202;34190200
34190301;34190300
34190302;34190300
34190303;34190300
34190304;34190300
34190305;34190300
34199999;34199900
34200101;34200100
34200102;34200100
34200103;34200100
34200104;34200100
34200201;34200200
34200202;34200200
34200203;34200200
34200204;34200200
34200205;34200200
34200301;34200300
34200302;34200300
34200303;34200300
34200304;34200300
34200305;34200300
34200306;34200300
34200401;34200400
34200402;34200400
34200403;34200400
34200404;34200400
34200405;34200400
34200406;34200400
34200407;34200400
34200501;34200500
34200502;34200500
34200503;34200500
34200504;34200500
34200601;34200600
34200602;34200600
34200603;34200600
34200604;34200600
34200605;34200600
34200606;34200600
34200701;34200700
34200702;34200700
34200703;34200700
34200801;34200800
34200802;34200800
34200803;34200800
34200804;34200800
34200901;34200900
34200902;34200900
34200903;34200900
34200904;34200900
34200905;34200900
34209999;34209900
34210101;34210100
34210102;34210100
34210103;34210100
34210104;34210100
34210105;34210100
34210201;34210200
34210202;34210200
34210203;34210200
34210204;34210200
34210205;34210200
34210206;34210200
34210301;34210300
34210302;34210300
34210303;34210300
34210305;34210300
34210306;34210300
34210307;34210300
34210308;34210300
34210309;34210300
34210310;34210300
34210311;34210300
34210401;34210400
34210402;34210400
34210403;34210400
34210404;34210400
34210405;34210400
34210406;34210400
34210501;34210500
34210502;34210500
34210503;34210500
34210504;34210500
34210505;34210500
34210506;34210500
34210507;34210500
34210508;34210500
34210509;34210500
34210601;34210600
34210602;34210600
34210603;34210600
34210604;34210600
34210605;34210600
34219999;34219900
34220101;34220100
34220102;34220100
34220103;34220100
34220104;34220100
34220105;34220100
34220106;34220100
34220107;34220100
34220108;34220100
34220109;34220100
34220110;34220100
34220111;34220100
34220112;34220100
34220113;34220100
34220114;34220100
34220201;34220200
34220202;34220200
34220203;34220200
34220204;34220200
34220205;34220200
34220206;34220200
34220207;34220200
34220208;34220200
34220209;34220200
34220210;34220200
34220301;34220300
34220302;34220300
34220303;34220300
34220304;34220300
34220305;34220300
34229999;34229900
34230101;34230100
34230102;34230100
34230103;34230100
34230104;34230100
34230105;34230100
34230106;34230100
34230107;34230100
34230201;34230200
34230202;34230200
34230203;34230200
34230204;34230200
34230205;34230200
34230206;34230200
34230207;34230200
34230208;34230200
34230209;34230200
34230301;34230300
34230302;34230300
34230303;34230300
34230304;34230300
34230305;34230300
34230306;34230300
34230307;34230300
34239999;34239900
34240101;34240100
34240102;34240100
34240103;34240100
34240104;34240100
34240105;34240100
34240106;34240100
34240107;34240100
34240108;34240100
34240201;34240200
34240202;34240200
34240203;34240200
34240204;34240200
34240205;34240200
34240206;34240200
34240207;34240200
34240208;34240200
34240209;34240200
34240210;34240200
34249999;34249900
34250101;34250100
34250102;34250100
34250103;34250100
34250104;34250100
34250105;34250100
34250106;34250100
34250107;34250100
34250201;34250200
34250202;34250200
34250203;34250200
34250204;34250200
34250205;34250200
34250206;34250200
34250207;34250200
34250208;34250200
34259999;34259900
34260101;34260100
34260102;34260100
34260103;34260100
34260104;34260100
34260105;34260100
34260106;34260100
34260107;34260100
34260108;34260100
34260109;34260100
34260110;34260100
34260111;34260100
34260112;34260100
34269999;34269900
34270101;34270100
34270102;34270100
34270103;34270100
34270201;34270200
34270202;34270200
34270203;34270200
34270204;34270200
34270205;34270200
34270206;34270200
34270207;34270200
34270208;34270200
34270209;34270200
34270210;34270200
34270211;34270200
34270212;34270200
34270301;34270300
34270302;34270300
34270303;34270300
34270304;34270300
34270305;34270300
34270306;34270300
34270307;34270300
34270308;34270300
34270309;34270300
34270310;34270300
34270311;34270300
34270401;34270400
34270402;34270400
34270403;34270400
34270404;34270400
34279999;34279900
34280101;34280100
34280102;34280100
34280103;34280100
34280104;34280100
34280105;34280100
34280106;34280100
34280107;34280100
34280108;34280100
34280109;34280100
34280110;34280100
34280111;34280100
34280112;34280100
34280201;34280200
34280202;34280200
34280203;34280200
34280204;34280200
34280205;34280200
34280206;34280200
34280207;34280200
34280208;34280200
34280209;34280200
34280210;34280200
34289999;34289900
34290101;34290100
34290102;34290100
34290103;34290100
34290104;34290100
34290105;34290100
34290106;34290100
34290107;34290100
34290108;34290100
34290109;34290100
34290110;34290100
34290111;34290100
34290112;34290100
34290113;34290100
34290114;34290100
34290115;34290100
34299999;34299900
34300101;34300100
34300102;34300100
34300103;34300100
34300104;34300100
34300105;34300100
34300106;34300100
34300107;34300100
34300108;34300100
34300109;34300100
34300110;34300100
34300111;34300100
34309999;34309900
34310101;34310100
34310102;34310100
34310103;34310100
34310104;34310100
34310105;34310100
34310106;34310100
34310107;34310100
34310108;34310100
34310109;34310100
34310110;34310100
34310111;34310100
34310112;34310100
34310201;34310200
34310202;34310200
34310203;34310200
34310204;34310200
34310205;34310200
34310206;34310200
34310207;34310200
34310208;34310200
34310209;34310200
34310210;34310200
34310211;34310200
34310212;34310200
34310213;34310200
34310215;34310200
34319999;34319900
34320101;34320100
34320102;34320100
34320103;34320100
34320104;34320100
34320105;34320100
34320106;34320100
34320107;34320100
34320108;34320100
34320201;34320200
34320202;34320200
34320203;34320200
34320204;34320200
34320205;34320200
34320206;34320200
34320207;34320200
34320208;34320200
34320209;34320200
34329999;34329900
34330101;34330100
34330102;34330100
34330103;34330100
34330104;34330100
34330105;34330100
34330106;34330100
34330107;34330100
34330108;34330100
34330201;34330200
34330202;34330200
34330203;34330200
34330204;34330200
34330205;34330200
34330206;34330200
34330207;34330200
34330208;34330200
34330209;34330200
34330210;34330200
34330211;34330200
34339999;34339900
34340101;34340100
34340102;34340100
34340103;34340100
34340104;34340100
34340105;34340100
34340106;34340100
34340107;34340100
34340108;34340100
34340109;34340100
34340110;34340100
34340111;34340100
34340112;34340100
34340201;34340200
34340202;34340200
34340203;34340200
34340204;34340200
34340205;34340200
34340206;34340200
34340207;34340200
34340208;34340200
34349999;34349900
34350101;34350100
34350102;34350100
34350103;34350100
34350104;34350100
34350105;34350100
34350106;34350100
34350107;34350100
34350108;34350100
34350109;34350100
34350201;34350200
34350202;34350200
34350203;34350200
34350204;34350200
34350205;34350200
34350206;34350200
34359999;34359900
34360101;34360100
34360102;34360100
34360103;34360100
34360104;34360100
34360105;34360100
34360106;34360100
34360201;34360200
34360202;34360200
34360203;34360200
34360204;34360200
34360205;34360200
34360206;34360200
34360207;34360200
34360301;34360300
34360302;34360300
34360303;34360300
34360304;34360300
34360305;34360300
34360306;34360300
34360307;34360300
34360308;34360300
34360309;34360300
34360401;34360400
34360402;34360400
34360403;34360400
34360404;34360400
34360405;34360400
34360406;34360400
34360407;34360400
34369999;34369900
34370101;34370100
34370102;34370100
34370103;34370100
34370104;34370100
34370105;34370100
34370106;34370100
34370107;34370100
34370108;34370100
34370109;34370100
34370201;34370200
34370202;34370200
34370203;34370200
34370204;34370200
34370205;34370200
34370206;34370200
34370207;34370200
34370208;34370200
34370209;34370200
34370210;34370200
34370211;34370200
34370212;34370200
34370213;34370200
34370301;34370300
34370302;34370300
34370303;34370300
34370304;34370300
34370305;34370300
34370306;34370300
34370307;34370300
34370308;34370300
34370309;34370300
34370310;34370300
34370311;34370300
34379999;34379900
34380101;34380100
34380102;34380100
34380103;34380100
34380104;34380100
34380105;34380100
34380106;34380100
34380107;34380100
34380108;34380100
34380109;34380100
34380201;34380200
34380202;34380200
34380203;34380200
34380204;34380200
34380205;34380200
34380206;34380200
34380207;34380200
34380208;34380200
34380209;34380200
34380210;34380200
34380211;34380200
34389999;34389900
34390101;34390100
34390102;34390100
34390103;34390100
34390104;34390100
34390105;34390100
34390106;34390100
34390107;34390100
34390108;34390100
34390109;34390100
34390110;34390100
34390111;34390100
34390112;34390100
34390113;34390100
34390114;34390100
34390115;34390100
34390116;34390100
34390117;34390100
34390118;34390100
34390201;34390200
34390202;34390200
34390203;34390200
34390204;34390200
34390205;34390200
34390206;34390200
34390207;34390200
34390208;34390200
34390209;34390200
34390210;34390200
34390211;34390200
34390212;34390200
34390213;34390200
34390214;34390200
34399999;34399900
34400101;34400100
34400102;34400100
34400103;34400100
34400104;34400100
34400105;34400100
34400106;34400100
34400107;34400100
34400108;34400100
34400109;34400100
34400110;34400100
34400111;34400100
34400112;34400100
34400201;34400200
34400202;34400200
34400203;34400200
34400204;34400200
34400205;34400200
34400206;34400200
34400207;34400200
34400208;34400200
34400209;34400200
34400210;34400200
34400211;34400200
34409999;34409900
34410101;34410100
34410102;34410100
34410103;34410100
34410104;34410100
34410105;34410100
34410106;34410100
34410107;34410100
34410108;34410100
34410109;34410100
34410110;34410100
34410111;34410100
34410112;34410100
34410113;34410100
34410114;34410100
34410115;34410100
34410116;34410100
34410117;34410100
34410118;34410100
34410201;34410200
34410202;34410200
34410203;34410200
34410204;34410200
34410205;34410200
34410206;34410200
34410207;34410200
34410208;34410200
34410209;34410200
34410301;34410300
34410302;34410300
34410303;34410300
34410304;34410300
34410305;34410300
34410306;34410300
34419999;34419900
34420101;34420100
34420102;34420100
34420103;34420100
34420104;34420100
34420105;34420100
34420106;34420100
34420107;34420100
34420108;34420100
34420109;34420100
34420110;34420100
34420111;34420100
34420112;34420100
34420113;34420100
34420201;34420200
34420202;34420200
34420203;34420200
34420204;34420200
34420205;34420200
34420206;34420200
34420207;34420200
34420208;34420200
34420301;34420300
34420302;34420300
34420303;34420300
34420304;34420300
34420305;34420300
34420306;34420300
34420307;34420300
34420308;34420300
34420309;34420300
34420310;34420300
34420311;34420300
34420312;34420300
34420313;34420300
34420314;34420300
34420315;34420300
34420316;34420300
34420401;34420400
34420402;34420400
34420403;34420400
34420404;34420400
34420405;34420400
34420501;34420500
34420502;34420500
34420503;34420500
34420504;34420500
34420505;34420500
34420506;34420500
34420507;34420500
34420508;34420500
34420509;34420500
34420510;34420500
34420511;34420500
34429999;34429900
34430101;34430100
34430102;34430100
34430103;34430100
34430104;34430100
34430105;34430100
34430106;34430100
34430107;34430100
34430108;34430100
34430109;34430100
34430110;34430100
34430111;34430100
34430112;34430100
34430113;34430100
34430114;34430100
34430115;34430100
34430116;34430100
34430117;34430100
34430201;34430200
34430202;34430200
34430203;34430200
34430204;34430200
34430205;34430200
34430206;34430200
34430207;34430200
34430301;34430300
34430302;34430300
34430303;34430300
34430304;34430300
34430305;34430300
34430306;34430300
34430307;34430300
34430308;34430300
34430309;34430300
34430310;34430300
34430311;34430300
34430312;34430300
34430313;34430300
34430314;34430300
34430315;34430300
34430316;34430300
34430317;34430300
34430401;34430400
34430402;34430400
34430403;34430400
34430404;34430400
34430405;34430400
34430406;34430400
34430407;34430400
34430409;34430400
34430501;34430500
34430502;34430500
34430503;34430500
34430504;34430500
34430505;34430500
34430506;34430500
34430507;34430500
34430508;34430500
34430509;34430500
34439999;34439900
34460101;34460100
34460102;34460100
34460103;34460100
34460104;34460100
34460105;34460100
34460106;34460100
34460201;34460200
34460202;34460200
34460203;34460200
34460204;34460200
34460205;34460200
34460301;34460300
34460302;34460300
34460303;34460300
34460304;34460300
34460305;34460300
34460306;34460300
34460307;34460300
34460308;34460300
34460309;34460300
34460311;34460300
34460312;34460300
34460313;34460300
34460401;34460400
34460402;34460400
34460403;34460400
34460404;34460400
34460406;34460400
34460407;34460400
34460408;34460400
34460409;34460400
34460410;34460400
34460501;34460500
34460502;34460500
34460503;34460500
34460505;34460500
34460506;34460500
34460507;34460500
34460508;34460500
34460509;34460500
34460510;34460500
34460511;34460500
34460512;34460500
34460601;34460600
34460602;34460600
34460603;34460600
34460604;34460600
34469999;34469900
34470101;34470100
34470102;34470100
34470103;34470100
34470104;34470100
34470105;34470100
34470106;34470100
34470201;34470200
34470202;34470200
34470203;34470200
34470204;34470200
34470205;34470200
34470206;34470200
34470301;34470300
34470302;34470300
34470303;34470300
34470401;34470400
34470402;34470400
34470501;34470500
34470502;34470500
34470503;34470500
34470504;34470500
34479999;34479900
34480101;34480100
34480102;34480100
34480103;34480100
34480104;34480100
34480105;34480100
34480106;34480100
34480107;34480100
34480108;34480100
34480109;34480100
34480201;34480200
34480202;34480200
34480203;34480200
34480204;34480200
34480205;34480200
34480206;34480200
34480301;34480300
34480302;34480300
34480303;34480300
34480304;34480300
34480305;34480300
34480306;34480300
34480307;34480300
34480308;34480300
34489999;34489900
34490101;34490100
34490102;34490100
34490103;34490100
34490104;34490100
34490105;34490100
34490106;34490100
34490107;34490100
34490108;34490100
34490109;34490100
34490110;34490100
34490111;34490100
34490112;34490100
34490113;34490100
34490201;34490200
34490202;34490200
34490203;34490200
34490204;34490200
34490205;34490200
34490301;34490300
34490302;34490300
34490303;34490300
34490304;34490300
34490305;34490300
34490306;34490300
34490307;34490300
34499999;34499900
34500101;34500100
34500102;34500100
34500103;34500100
34500104;34500100
34500105;34500100
34500106;34500100
34500107;34500100
34500108;34500100
34500109;34500100
34500110;34500100
34500111;34500100
34500112;34500100
34509999;34509900
34510101;34510100
34510102;34510100
34510103;34510100
34510104;34510100
34510105;34510100
34510106;34510100
34510107;34510100
34510108;34510100
34510109;34510100
34510110;34510100
34510111;34510100
34510112;34510100
34510113;34510100
34510114;34510100
34510115;34510100
34510116;34510100
34510117;34510100
34510118;34510100
34510201;34510200
34510202;34510200
34510203;34510200
34510204;34510200
34510205;34510200
34510206;34510200
34510207;34510200
34510208;34510200
34510209;34510200
34510210;34510200
34510211;34510200
34510301;34510300
34510302;34510300
34510303;34510300
34510305;34510300
34510306;34510300
34510307;34510300
34510308;34510300
34510309;34510300
34510310;34510300
34519999;34519900
34520101;34520100
34520102;34520100
34520103;34520100
34520104;34520100
34520105;34520100
34520106;34520100
34520201;34520200
34520202;34520200
34520203;34520200
34520204;34520200
34520205;34520200
34520206;34520200
34520207;34520200
34520301;34520300
34520302;34520300
34520303;34520300
34520304;34520300
34520305;34520300
34520306;34520300
34529999;34529900
34530101;34530100
34530102;34530100
34530103;34530100
34530104;34530100
34530105;34530100
34530106;34530100
34530201;34530200
34530202;34530200
34530203;34530200
34530204;34530200
34530205;34530200
34530206;34530200
34530207;34530200
34539999;34539900
34540101;34540100
34540102;34540100
34540103;34540100
34540104;34540100
34540105;34540100
34540106;34540100
34540107;34540100
34540108;34540100
34540109;34540100
34540110;34540100
34540111;34540100
34540112;34540100
34540113;34540100
34540114;34540100
34540115;34540100
34540117;34540100
34540118;34540100
34549999;34549900
38010101;38010100
38010102;38010100
38010103;38010100
38010104;38010100
38010105;38010100
38010201;38010200
38010202;38010200
38010203;38010200
38010204;38010200
38010205;38010200
38010206;38010200
38010207;38010200
38010301;38010300
38010302;38010300
38010303;38010300
38010304;38010300
38010305;38010300
38010306;38010300
38010307;38010300
38010401;38010400
38010402;38010400
38010403;38010400
38010404;38010400
38010405;38010400
38010501;38010500
38010502;38010500
38010503;38010500
38010504;38010500
38010601;38010600
38010602;38010600
38010603;38010600
38010604;38010600
38010605;38010600
38010606;38010600
38010701;38010700
38010702;38010700
38010703;38010700
38010704;38010700
38010705;38010700
38010706;38010700
38010707;38010700
38010801;38010800
38010802;38010800
38010803;38010800
38010804;38010800
38010805;38010800
38019999;38019900
38020101;38020100
38020102;38020100
38020103;38020100
38020104;38020100
38020105;38020100
38020106;38020100
38020107;38020100
38020108;38020100
38020201;38020200
38020202;38020200
38020203;38020200
38020204;38020200
38020205;38020200
38020206;38020200
38020207;38020200
38020208;38020200
38020209;38020200
38020210;38020200
38020211;38020200
38020212;38020200
38020213;38020200
38020214;38020200
38020215;38020200
38020216;38020200
38020301;38020300
38020302;38020300
38020303;38020300
38020304;38020300
38020305;38020300
38020306;38020300
38020307;38020300
38020308;38020300
38020309;38020300
38020310;38020300
38020311;38020300
38020401;38020400
38020402;38020400
38020403;38020400
38020404;38020400
38020405;38020400
38020406;38020400
38020501;38020500
38020502;38020500
38020503;38020500
38020504;38020500
38020601;38020600
38020602;38020600
38020603;38020600
38020604;38020600
38020701;38020700
38020702;38020700
38020703;38020700
38020704;38020700
38020705;38020700
38020706;38020700
38020707;38020700
38020708;38020700
38020801;38020800
38020802;38020800
38020803;38020800
38020804;38020800
38020805;38020800
38020806;38020800
38020807;38020800
38029999;38029900
38030101;38030100
38030102;38030100
38030103;38030100
38030104;38030100
38030105;38030100
38030106;38030100
38030107;38030100
38030108;38030100
38030109;38030100
38030110;38030100
38030111;38030100
38030112;38030100
38030113;38030100
38030114;38030100
38030115;38030100
38030116;38030100
38030117;38030100
38030118;38030100
38030201;38030200
38030202;38030200
38030203;38030200
38030204;38030200
38030205;38030200
38030206;38030200
38030207;38030200
38030301;38030300
38030302;38030300
38030303;38030300
38030304;38030300
38030305;38030300
38030306;38030300
38030307;38030300
38030308;38030300
38030401;38030400
38030402;38030400
38030403;38030400
38030404;38030400
38030405;38030400
38030406;38030400
38030407;38030400
38030408;38030400
38030409;38030400
38030410;38030400
38030501;38030500
38030502;38030500
38030503;38030500
38030504;38030500
38030505;38030500
38030506;38030500
38030507;38030500
38030508;38030500
38030509;38030500
38030601;38030600
38030602;38030600
38030603;38030600
38030604;38030600
38030605;38030600
38030606;38030600
38030701;38030700
38030702;38030700
38030703;38030700
38030704;38030700
38030705;38030700
38030801;38030800
38030901;38030900
38030902;38030900
38030903;38030900
38030904;38030900
38030905;38030900
38030906;38030900
38030907;38030900
38030908;38030900
38031001;38031000
38031002;38031000
38031003;38031000
38031004;38031000
38031101;38031100
38031102;38031100
38031103;38031100
38031104;38031100
38031105;38031100
38031106;38031100
38031107;38031100
38031201;38031200
38031202;38031200
38031203;38031200
38031204;38031200
38031301;38031300
38031302;38031300
38031303;38031300
38031304;38031300
38031305;38031300
38031306;38031300
38031307;38031300
38031308;38031300
38031309;38031300
38031310;38031300
38031402;38031400
38031403;38031400
38031404;38031400
38031405;38031400
38031406;38031400
38031407;38031400
38031408;38031400
38031409;38031400
38031501;38031500
38031502;38031500
38031503;38031500
38031504;38031500
38031601;38031600
38031602;38031600
38031603;38031600
38031604;38031600
38031605;38031600
38031606;38031600
38031607;38031600
38031608;38031600
38031609;38031600
38031701;38031700
38031702;38031700
38031703;38031700
38031704;38031700
38031705;38031700
38031706;38031700
38039999;38039900
38040101;38040100
38040102;38040100
38040103;38040100
38040104;38040100
38040105;38040100
38040106;38040100
38040107;38040100
38040108;38040100
38040109;38040100
38040110;38040100
38040111;38040100
38040112;38040100
38040113;38040100
38040201;38040200
38040202;38040200
38040203;38040200
38040204;38040200
38040205;38040200
38040206;38040200
38040207;38040200
38040208;38040200
38040209;38040200
38040210;38040200
38040211;38040200
38040212;38040200
38040213;38040200
38040214;38040200
38040301;38040300
38040302;38040300
38040303;38040300
38040304;38040300
38040305;38040300
38040306;38040300
38040401;38040400
38040402;38040400
38040403;38040400
38040404;38040400
38040405;38040400
38040406;38040400
38040407;38040400
38040408;38040400
38040409;38040400
38040410;38040400
38040411;38040400
38040412;38040400
38040413;38040400
38040414;38040400
38040415;38040400
38040416;38040400
38040501;38040500
38040502;38040500
38040503;38040500
38040504;38040500
38040505;38040500
38040506;38040500
38040507;38040500
38040601;38040600
38040602;38040600
38040603;38040600
38040604;38040600
38040605;38040600
38040701;38040700
38040702;38040700
38040703;38040700
38040704;38040700
38040705;38040700
38040706;38040700
38040707;38040700
38040708;38040700
38040709;38040700
38040710;38040700
38040711;38040700
38040712;38040700
38040713;38040700
38040714;38040700
38040715;38040700
38040716;38040700
38040717;38040700
38040801;38040800
38040802;38040800
38040803;38040800
38040804;38040800
38040901;38040900
38040902;38040900
38040903;38040900
38040904;38040900
38040905;38040900
38040906;38040900
38041001;38041000
38041002;38041000
38041003;38041000
38041004;38041000
38041005;38041000
38041006;38041000
38041007;38041000
38041008;38041000
38041009;38041000
38041010;38041000
38041011;38041000
38041012;38041000
38041013;38041000
38041014;38041000
38041101;38041100
38041102;38041100
38041103;38041100
38041104;38041100
38041105;38041100
38041106;38041100
38041107;38041100
38041108;38041100
38041109;38041100
38041110;38041100
38041111;38041100
38041112;38041100
38041113;38041100
38041114;38041100
38041115;38041100
38041116;38041100
38041117;38041100
38041118;38041100
38041119;38041100
38041201;38041200
38041202;38041200
38041203;38041200
38041204;38041200
38041205;38041200
38041301;38041300
38041302;38041300
38041303;38041300
38041304;38041300
38041305;38041300
38041306;38041300
38041401;38041400
38041402;38041400
38041403;38041400
38041404;38041400
38041405;38041400
38041406;38041400
38041407;38041400
38041408;38041400
38041503;38041500
38041504;38041500
38041505;38041500
38041506;38041500
38041601;38041600
38041602;38041600
38041603;38041600
38041604;38041600
38041605;38041600
38041606;38041600
38041607;38041600
38041608;38041600
38041609;38041600
38041701;38041700
38041702;38041700
38041703;38041700
38041704;38041700
38041705;38041700
38041706;38041700
38041707;38041700
38041708;38041700
38041709;38041700
38041710;38041700
38049999;38049900
38050101;38050100
38050102;38050100
38050201;38050200
38050202;38050200
38050203;38050200
38050204;38050200
38050205;38050200
38050206;38050200
38050301;38050300
38050302;38050300
38050303;38050300
38050304;38050300
38050305;38050300
38050401;38050400
38050402;38050400
38050403;38050400
38050404;38050400
38050405;38050400
38050406;38050400
38050501;38050500
38050502;38050500
38050503;38050500
38050504;38050500
38050505;38050500
38050601;38050600
38050602;38050600
38050603;38050600
38050604;38050600
38050605;38050600
38050606;38050600
38050607;38050600
38050608;38050600
38050609;38050600
38050610;38050600
38050611;38050600
38050701;38050700
38050702;38050700
38050703;38050700
38050704;38050700
38050705;38050700
38050706;38050700
38050707;38050700
38050708;38050700
38050709;38050700
38050710;38050700
38050711;38050700
38050801;38050800
38050802;38050800
38050803;38050800
38050804;38050800
38050805;38050800
38050806;38050800
38050807;38050800
38050901;38050900
38050902;38050900
38050903;38050900
38050904;38050900
38050905;38050900
38050906;38050900
38050907;38050900
38050908;38050900
38050909;38050900
38050910;38050900
38050911;38050900
38051001;38051000
38051002;38051000
38051003;38051000
38051004;38051000
38051005;38051000
38051006;38051000
38051007;38051000
38051008;38051000
38051009;38051000
38051101;38051100
38051102;38051100
38051103;38051100
38051104;38051100
38051105;38051100
38051106;38051100
38051107;38051100
38051108;38051100
38051201;38051200
38051202;38051200
38051203;38051200
38051204;38051200
38051205;38051200
38051301;38051300
38051302;38051300
38051303;38051300
38051304;38051300
38051305;38051300
38051306;38051300
38051307;38051300
38051401;38051400
38051402;38051400
38051403;38051400
38051404;38051400
38051405;38051400
38051406;38051400
38051407;38051400
38051408;38051400
38051409;38051400
38051410;38051400
38051501;38051500
38051502;38051500
38051503;38051500
38051504;38051500
38051505;38051500
38051601;38051600
38051602;38051600
38051603;38051600
38051604;38051600
38051605;38051600
38051606;38051600
38051607;38051600
38051608;38051600
38051609;38051600
38051701;38051700
38051702;38051700
38051703;38051700
38051704;38051700
38051705;38051700
38051706;38051700
38051707;38051700
38051708;38051700
38051709;38051700
38051710;38051700
38051711;38051700
38059999;38059900
38060101;38060100
38060102;38060100
38060103;38060100
38060104;38060100
38060105;38060100
38060201;38060200
38060202;38060200
38060203;38060200
38060204;38060200
38060205;38060200
38060206;38060200
38060207;38060200
38060208;38060200
38060209;38060200
38060210;38060200
38060301;38060300
38060302;38060300
38060303;38060300
38060304;38060300
38060305;38060300
38060306;38060300
38060307;38060300
38060308;38060300
38060309;38060300
38060310;38060300
38060311;38060300
38060312;38060300
38060313;38060300
38060314;38060300
38060315;38060300
38060316;38060300
38060317;38060300
38060318;38060300
38060319;38060300
38060320;38060300
38060401;38060400
38060402;38060400
38060403;38060400
38060404;38060400
38060405;38060400
38060406;38060400
38060407;38060400
38060501;38060500
38060502;38060500
38060503;38060500
38060504;38060500
38060505;38060500
38060506;38060500
38060507;38060500
38060508;38060500
38060601;38060600
38060602;38060600
38060603;38060600
